"Name","Live Bytes","Live Objects"
"org.hibernate.loader.plan.exec.process.internal.ResultSetProcessorImpl","64 B (0%)","2 (0%)"
"org.apache.catalina.loader.WebappLoader","64 B (0%)","1 (0%)"
"org.attoparser.HtmlAutoOpenCloseElement","64 B (0%)","2 (0%)"
"org.hibernate.service.internal.SessionFactoryServiceRegistryImpl","64 B (0%)","1 (0%)"
"org.apache.coyote.http11.filters.BufferedInputFilter","64 B (0%)","2 (0%)"
"java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite","64 B (0%)","2 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$LongSerializer","64 B (0%)","2 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$Property","64 B (0%)","2 (0%)"
"sun.reflect.generics.reflectiveObjects.GenericArrayTypeImpl","64 B (0%)","4 (0%)"
"org.springframework.format.datetime.DateFormatterRegistrar$DateToLongConverter","64 B (0%)","4 (0%)"
"org.springframework.format.datetime.DateFormatterRegistrar$CalendarToLongConverter","64 B (0%)","4 (0%)"
"ch.qos.logback.core.util.COWArrayList","64 B (0%)","2 (0%)"
"javax.management.remote.rmi.RMIJRMPServerImpl","64 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.DefaultJpaEntityMetadata","64 B (0%)","4 (0%)"
"sun.rmi.transport.DGCImpl$LeaseInfo","64 B (0%)","2 (0%)"
"com.fasterxml.classmate.ResolvedType[]","64 B (0%)","4 (0%)"
"org.hibernate.cfg.beanvalidation.ValidationMode[]","64 B (0%)","2 (0%)"
"com.sun.org.apache.xerces.internal.xni.QName[][]","64 B (0%)","2 (0%)"
"java.lang.StackWalker","64 B (0%)","2 (0%)"
"java.lang.annotation.RetentionPolicy[]","64 B (0%)","2 (0%)"
"javax.servlet.SessionTrackingMode[]","64 B (0%)","2 (0%)"
"org.hibernate.engine.internal.AbstractEntityEntry$BooleanState","64 B (0%)","2 (0%)"
"org.h2.store.fs.FileMemData$Cache","64 B (0%)","1 (0%)"
"org.h2.mvstore.FileStore","64 B (0%)","1 (0%)"
"org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter","64 B (0%)","4 (0%)"
"sun.nio.ch.AllocatedNativeObject","64 B (0%)","2 (0%)"
"org.apache.catalina.mapper.Mapper$ContextVersion","64 B (0%)","1 (0%)"
"org.h2.result.ResultWithGeneratedKeys","64 B (0%)","4 (0%)"
"org.hibernate.validator.internal.cfg.context.DefaultConstraintMapping","64 B (0%)","2 (0%)"
"org.springframework.data.web.ProxyingHandlerMethodArgumentResolver","64 B (0%)","2 (0%)"
"javax.management.remote.rmi.RMIConnectorServer","64 B (0%)","1 (0%)"
"org.springframework.context.annotation.AnnotationBeanNameGenerator","64 B (0%)","4 (0%)"
"sun.nio.ch.NioSocketImpl$$Lambda$16.0x0000000800b62c38","64 B (0%)","4 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLEntityScanner","64 B (0%)","1 (0%)"
"org.h2.value.ValueShort","64 B (0%)","4 (0%)"
"java.nio.file.StandardCopyOption[]","64 B (0%)","2 (0%)"
"org.springframework.format.datetime.standard.DateTimeFormatterRegistrar$Type[]","64 B (0%)","2 (0%)"
"org.springframework.format.datetime.DateFormatterRegistrar$LongToDateConverter","64 B (0%)","4 (0%)"
"antlr.CharQueue","64 B (0%)","2 (0%)"
"org.thymeleaf.standard.processor.StandardDefaultAttributesTagProcessor","64 B (0%)","2 (0%)"
"org.springframework.context.annotation.ConfigurationClassPostProcessor","64 B (0%)","1 (0%)"
"org.hibernate.tool.schema.TargetType[]","64 B (0%)","2 (0%)"
"org.hibernate.FlushMode[]","64 B (0%)","2 (0%)"
"org.hibernate.validator.internal.metadata.core.ConstraintHelper","64 B (0%)","2 (0%)"
"org.springframework.core.type.classreading.CachingMetadataReaderFactory$LocalResourceCache","64 B (0%)","1 (0%)"
"java.net.SocksSocketImpl","64 B (0%)","1 (0%)"
"com.sun.proxy.$Proxy60","64 B (0%)","4 (0%)"
"org.hibernate.loader.plan.exec.internal.EntityLoadQueryDetails$EntityLoaderReaderCollectorImpl","64 B (0%)","2 (0%)"
"org.springframework.data.repository.query.QueryLookupStrategy$Key[]","64 B (0%)","2 (0%)"
"com.sun.proxy.$Proxy35","64 B (0%)","4 (0%)"
"com.sun.proxy.$Proxy18","64 B (0%)","4 (0%)"
"org.springframework.beans.factory.annotation.Autowire[]","64 B (0%)","2 (0%)"
"org.springframework.web.servlet.mvc.ParameterizableViewController","64 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.ser.std.NumberSerializers$DoubleSerializer","64 B (0%)","2 (0%)"
"org.hibernate.event.spi.AutoFlushEvent","64 B (0%)","2 (0%)"
"java.lang.ClassValue$Entry","64 B (0%)","2 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties","64 B (0%)","1 (0%)"
"java.util.logging.LogManager$RootLogger","64 B (0%)","1 (0%)"
"org.thymeleaf.spring5.dialect.SpringStandardDialect","64 B (0%)","1 (0%)"
"org.springframework.jdbc.core.namedparam.NamedParameterJdbcTemplate$1","64 B (0%)","1 (0%)"
"org.hibernate.validator.internal.engine.valueextraction.ValueExtractorResolver","64 B (0%)","2 (0%)"
"org.apache.logging.log4j.util.PropertiesUtil$Environment","64 B (0%)","2 (0%)"
"java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite","64 B (0%)","2 (0%)"
"net.bytebuddy.implementation.bytecode.Removal","64 B (0%)","2 (0%)"
"org.hibernate.hql.internal.ast.SqlASTFactory","64 B (0%)","2 (0%)"
"org.hibernate.validator.internal.engine.constraintvalidation.HibernateConstraintValidatorInitializationContextImpl","64 B (0%)","2 (0%)"
"org.apache.tomcat.util.buf.C2BConverter","64 B (0%)","2 (0%)"
"antlr.Token[]","64 B (0%)","2 (0%)"
"org.apache.tomcat.util.net.NioChannel","64 B (0%)","2 (0%)"
"com.sun.proxy.$Proxy82","64 B (0%)","4 (0%)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8Serializers","64 B (0%)","4 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl","64 B (0%)","1 (0%)"
"net.bytebuddy.ByteBuddy","64 B (0%)","1 (0%)"
"sun.nio.ch.PollArrayWrapper","64 B (0%)","2 (0%)"
"java.lang.invoke.MethodHandleImpl$Intrinsic[]","64 B (0%)","1 (0%)"
"org.springframework.data.geo.GeoModule","64 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConditionEvaluator$ConditionContextImpl","64 B (0%)","2 (0%)"
"org.thymeleaf.standard.expression.TextLiteralExpression","64 B (0%)","4 (0%)"
"org.hibernate.hql.internal.ast.tree.BinaryLogicOperatorNode","64 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.ModelMethodProcessor","64 B (0%)","4 (0%)"
"org.apache.catalina.LifecycleState[]","64 B (0%)","1 (0%)"
"org.springframework.format.datetime.DateFormatterRegistrar$CalendarToDateConverter","64 B (0%)","4 (0%)"
"org.thymeleaf.engine.TextElementName","64 B (0%)","2 (0%)"
"org.h2.expression.analysis.WindowFunctionType[]","64 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.DefaultRepositoryMetadata","64 B (0%)","2 (0%)"
"org.apache.tomcat.util.threads.TaskThreadFactory","64 B (0%)","2 (0%)"
"com.fasterxml.jackson.datatype.jdk8.Jdk8Deserializers","64 B (0%)","4 (0%)"
"org.springframework.core.convert.support.ObjectToObjectConverter","64 B (0%)","4 (0%)"
"org.h2.mvstore.tx.TransactionMap","64 B (0%)","2 (0%)"
"org.springframework.context.annotation.ScopedProxyMode[]","64 B (0%)","2 (0%)"
"org.hibernate.loader.plan.exec.internal.EntityLoadQueryDetails$EntityLoaderRowReader","64 B (0%)","2 (0%)"
"java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl","64 B (0%)","2 (0%)"
"org.h2.message.TraceSystem","64 B (0%)","1 (0%)"
"org.apache.catalina.valves.ErrorReportValve","56 B (0%)","1 (0%)"
"net.bytebuddy.description.annotation.AnnotationValue$ForConstant$PropertyDelegate$ForNonArrayType[]","56 B (0%)","1 (0%)"
"org.springframework.boot.web.client.RestTemplateBuilder","56 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.LocalValidatorFactoryBean","56 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$WebMvcAutoConfigurationAdapter$$EnhancerBySpringCGLIB$$c28e050c","56 B (0%)","1 (0%)"
"org.apache.catalina.webresources.DirResourceSet","56 B (0%)","1 (0%)"
"org.hibernate.validator.internal.xml.config.BootstrapConfigurationImpl","56 B (0%)","1 (0%)"
"org.springframework.orm.jpa.JpaTransactionManager","56 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl","56 B (0%)","1 (0%)"
"org.springframework.asm.Label","56 B (0%)","1 (0%)"
"org.h2.mvstore.tx.TransactionStore","56 B (0%)","1 (0%)"
"jdk.internal.org.objectweb.asm.Label","56 B (0%)","1 (0%)"
"org.thymeleaf.engine.DocType","56 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType[]","56 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.PartTreeJpaQuery","56 B (0%)","1 (0%)"
"org.springframework.data.web.config.SpringDataWebConfiguration$$EnhancerBySpringCGLIB$$170117fa","56 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties","56 B (0%)","1 (0%)"
"java.nio.file.StandardOpenOption[]","56 B (0%)","1 (0%)"
"org.thymeleaf.standard.processor.StandardAltTitleTagProcessor","56 B (0%)","1 (0%)"
"sun.rmi.transport.tcp.TCPConnection","56 B (0%)","1 (0%)"
"java.util.logging.LogManager","56 B (0%)","1 (0%)"
"org.h2.engine.Setting","56 B (0%)","1 (0%)"
"org.apache.catalina.webresources.Cache","56 B (0%)","1 (0%)"
"com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit[]","56 B (0%)","1 (0%)"
"org.thymeleaf.standard.processor.StandardLangXmlLangTagProcessor","56 B (0%)","1 (0%)"
