"Name","Total Time","Total Time (CPU)","Hits"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-9","158,699 ms (-0%)","116 ms (-0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","116 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","116 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","116 ms (-0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","116 ms (-0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,583 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,583 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,583 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,583 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","116 ms (-0%)","116 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","116 ms (-0%)","116 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","116 ms (-0%)","116 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","116 ms (-0%)","116 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","116 ms (-0%)","116 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","116 ms (-0%)","116 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","116 ms (-0%)","116 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","116 ms (-0%)","116 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","116 ms (-0%)","116 ms (-0%)","1"
"              org.apache.catalina.core.StandardHostValve.status ()","116 ms (-0%)","116 ms (-0%)","1"
"               org.apache.catalina.core.StandardHostValve.custom ()","116 ms (-0%)","116 ms (-0%)","1"
"                org.apache.catalina.core.ApplicationDispatcher.forward ()","116 ms (-0%)","116 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationDispatcher.doForward ()","116 ms (-0%)","116 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationDispatcher.processRequest ()","116 ms (-0%)","116 ms (-0%)","1"
"                   org.apache.catalina.core.ApplicationDispatcher.invoke ()","116 ms (-0%)","116 ms (-0%)","1"
"                    org.apache.catalina.core.ApplicationFilterChain.doFilter ()","116 ms (-0%)","116 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","116 ms (-0%)","116 ms (-0%)","1"
"                      javax.servlet.http.HttpServlet.service ()","116 ms (-0%)","116 ms (-0%)","1"
"                       org.springframework.web.servlet.FrameworkServlet.service ()","116 ms (-0%)","116 ms (-0%)","1"
"                        javax.servlet.http.HttpServlet.service ()","116 ms (-0%)","116 ms (-0%)","1"
"                         org.springframework.web.servlet.FrameworkServlet.doGet ()","116 ms (-0%)","116 ms (-0%)","1"
"                          org.springframework.web.servlet.FrameworkServlet.processRequest ()","116 ms (-0%)","116 ms (-0%)","1"
"                           org.springframework.web.servlet.DispatcherServlet.doService ()","116 ms (-0%)","116 ms (-0%)","1"
"                            org.springframework.web.servlet.DispatcherServlet.doDispatch ()","116 ms (-0%)","116 ms (-0%)","1"
"                             org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","116 ms (-0%)","116 ms (-0%)","1"
"                              org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","116 ms (-0%)","116 ms (-0%)","1"
"                               org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","116 ms (-0%)","116 ms (-0%)","1"
"                                org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","116 ms (-0%)","116 ms (-0%)","1"
"                                 org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite.handleReturnValue ()","116 ms (-0%)","116 ms (-0%)","1"
"                                  org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor.handleReturnValue ()","116 ms (-0%)","116 ms (-0%)","1"
"                                   org.springframework.web.servlet.mvc.method.annotation.AbstractMessageConverterMethodProcessor.writeWithMessageConverters ()","116 ms (-0%)","116 ms (-0%)","1"
"                                    org.springframework.http.converter.AbstractGenericHttpMessageConverter.write ()","116 ms (-0%)","116 ms (-0%)","1"
"                                     org.springframework.http.server.ServletServerHttpResponse.getBody ()","116 ms (-0%)","116 ms (-0%)","1"
"                                      org.springframework.http.server.ServletServerHttpResponse.writeHeaders ()","116 ms (-0%)","116 ms (-0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-10","158,699 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     java.util.concurrent.ThreadPoolExecutor.getTask ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-ClientPoller","158,699 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.net.NioEndpoint$Poller.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   sun.nio.ch.SelectorImpl.select ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-Acceptor","158,699 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.net.Acceptor.run ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.net.NioEndpoint.serverSocketAccept ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     sun.nio.ch.ServerSocketChannelImpl.accept ()","158,699 ms (-0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
